PLMN;SYSTEM;XCI;xNBID;LOCAL_CID;LAC/TAC;PCI/PSC/BSIC;ARFCN;BAND;RSSI;RSRP/RSCP;RSRQ/ECIO;SNR;CQI;TA;DISTANCE;DELTA_AZI;LAT;LON;SPEED;GPS_ACCURACY;UL;DL;BANDWIDTH;BANDWIDTHS;CA;NR_STATE;NARFCN;NR_BAND;NR_PCI;NR_SS_RSRP;NR_SS_RSRQ;NR_SS_SINR;NR_CSI_RSRP;NR_CSI_RSRQ;NR_CSI_SINR;CLF_LABEL;CLF_LOC;CLF_DESC;DATE;TIME;ROAMING
732360;4;3067913;11984;9;2719;82;2950;2600 B7;-67;-99;-14;;;3;;;4.703943;-74.103337;8;4;0;0;;;0;--;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/05/19;08:35:44;HOME
732360;4;3067913;11984;9;2719;82;2950;2600 B7;-73;-103;-13;;;3;;;4.703911;-74.103248;3;4;0;0;;;0;--;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/05/19;08:35:52;HOME
732360;4;3067913;11984;9;2719;82;2950;2600 B7;-69;-99;-13;;;3;;;4.703884;-74.103159;3;4;0;0;;;0;--;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/05/19;08:36:01;HOME
732360;4;3067913;11984;9;2719;82;2950;2600 B7;-67;-94;-12;;;3;;;4.703855;-74.103067;4;4;0;0;;;0;--;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/05/19;08:36:14;HOME
732360;4;3067913;11984;9;2719;82;2950;2600 B7;-63;-96;-13;;;3;;;4.703794;-74.102993;7;4;60;551;;;0;--;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/05/19;08:36:57;HOME
732360;4;3067913;11984;9;2719;82;2950;2600 B7;-65;-97;-13;;;3;;;4.703732;-74.102904;9;4;0;0;;;0;--;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/05/19;08:37:01;HOME
732360;4;3067913;11984;9;2719;82;2950;2600 B7;-63;-96;-12;;;3;;;4.703678;-74.102824;8;4;0;0;;;0;--;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/05/19;08:37:07;HOME
732360;4;3067913;11984;9;2719;82;2950;2600 B7;-59;-89;-13;;;3;;;4.703630;-74.102732;6;4;0;0;;;0;--;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/05/19;08:37:31;HOME
732360;4;3067913;11984;9;2719;82;2950;2600 B7;-57;-91;-13;;;3;;;4.703591;-74.102637;8;4;0;0;;;0;--;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/05/19;08:37:37;HOME
732360;4;3067913;11984;9;2719;82;2950;2600 B7;-57;-91;-13;;;3;;;4.703551;-74.102548;7;4;0;0;;;0;--;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/05/19;08:37:43;HOME
