PLMN;SYSTEM;XCI;xNBID;LOCAL_CID;LAC/TAC;PCI/PSC/BSIC;ARFCN;BAND;RSSI;RSRP/RSCP;RSRQ/ECIO;SNR;CQI;TA;DISTANCE;DELTA_AZI;LAT;LON;SPEED;GPS_ACCURACY;UL;DL;BANDWIDTH;BANDWIDTHS;CA;NR_STATE;NARFCN;NR_BAND;NR_PCI;NR_SS_RSRP;NR_SS_RSRQ;NR_SS_SINR;NR_CSI_RSRP;NR_CSI_RSRQ;NR_CSI_SINR;CLF_LABEL;CLF_LOC;CLF_DESC;DATE;TIME;ROAMING
732360;4;2997769;11710;9;2719;388;2950;2600 B7;-65;-98;-14;0.0;;1;;;4.704331;-74.104317;32;4;571;25897;10000;10,10;2;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:16:29;HOME
732360;4;2997769;11710;9;2719;388;2950;2600 B7;-67;-100;-15;0.0;;1;;;4.704263;-74.104171;32;4;469;25492;10000;10,10;2;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:16:31;HOME
732360;4;2997769;11710;9;2719;388;2950;2600 B7;-69;-103;-16;0.0;;2;;;4.704196;-74.104026;32;4;494;23602;10000;10,10;2;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:16:33;HOME
732360;4;2997769;11710;9;2719;388;2950;2600 B7;-67;-101;-15;0.0;;2;;;4.704133;-74.103883;31;4;369;22140;10000;10,10;2;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:16:35;HOME
732360;4;2997769;11710;9;2719;388;2950;2600 B7;-65;-102;-16;0.0;;2;;;4.704071;-74.103741;31;4;330;19890;10000;10,10;2;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:16:37;HOME
732360;4;2997769;11710;9;2719;388;2950;2600 B7;-65;-96;-14;0.0;;1;;;4.704012;-74.103595;31;4;561;27270;10000;10,10;2;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:16:39;HOME
732360;4;2997769;11710;9;2719;388;2950;2600 B7;-71;-105;-17;0.0;;1;;;4.703951;-74.103447;32;4;215;7222;10000;10,10;2;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:16:41;HOME
732360;4;3067657;11983;9;2719;384;2950;2600 B7;-65;-99;-15;0.0;;0;;;4.703888;-74.103299;31;4;158;6693;10000;10;1;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:16:43;HOME
732360;4;3067913;11984;9;2719;82;2950;2600 B7;-67;-99;-13;0.0;;3;;;4.703821;-74.103158;30;4;169;16976;10000;10;1;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:16:45;HOME
732360;4;3067913;11984;9;2719;82;2950;2600 B7;-63;-97;-14;0.0;;3;;;4.703756;-74.103027;29;4;71;11036;10000;10;1;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:16:47;HOME
732360;4;3067913;11984;9;2719;82;2950;2600 B7;-63;-96;-14;0.0;;3;;;4.703694;-74.102894;30;4;118;21971;10000;10;1;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:16:49;HOME
732360;4;3067913;11984;9;2719;82;2950;2600 B7;-67;-98;-13;0.7;;3;;;4.703632;-74.102753;31;4;71;13950;10000;10;1;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:16:51;HOME
732360;4;3067913;11984;9;2719;82;2950;2600 B7;-61;-91;-13;0.7;;3;;;4.703571;-74.102615;30;4;169;26988;10000;10;1;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:16:53;HOME
732360;4;3067913;11984;9;2719;82;2950;2600 B7;-59;-94;-13;0.7;;3;;;4.703513;-74.102479;29;4;167;17932;10000;10;1;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:16:55;HOME
732360;4;3067913;11984;9;2719;82;2950;2600 B7;-57;-90;-13;0.7;;3;;;4.703454;-74.102346;29;4;138;30909;10000;10;1;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:16:57;HOME
732360;4;3067913;11984;9;2719;82;2950;2600 B7;-61;-93;-13;0.7;;3;;;4.703393;-74.102216;29;4;133;32241;10000;10;1;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:16:59;HOME
732360;4;3067913;11984;9;2719;82;2950;2600 B7;-57;-92;-14;0.7;;3;;;4.703328;-74.102079;29;4;165;10946;10000;10;1;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:17:01;HOME
732360;4;3067656;11983;8;2719;352;2950;2600 B7;-55;-84;-13;0.7;;;;;4.703270;-74.101943;29;4;765;39656;10000;10;1;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:17:03;HOME
732360;4;3067656;11983;8;2719;352;2950;2600 B7;-51;-85;-13;0.7;;1;;;4.703216;-74.101818;27;4;603;29418;10000;10;1;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:17:05;HOME
732360;4;3067656;11983;8;2719;352;2950;2600 B7;-57;-89;-13;0.7;;0;;;4.703160;-74.101696;27;4;351;22578;10000;10;1;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:17:07;HOME
732360;4;3067656;11983;8;2719;352;2950;2600 B7;-51;-84;-12;0.7;;1;;;4.703100;-74.101577;26;4;586;29182;10000;10;1;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:17:09;HOME
732360;4;3067656;11983;8;2719;352;2950;2600 B7;-57;-83;-13;0.7;;0;;;4.703045;-74.101467;24;4;983;49106;10000;10;1;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:17:11;HOME
732360;4;3067656;11983;8;2719;352;2950;2600 B7;-55;-90;-13;0.7;;1;;;4.702992;-74.101367;22;4;840;39127;10000;10;1;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:17:13;HOME
732360;4;3067656;11983;8;2719;352;2950;2600 B7;-51;-79;-13;0.7;;1;;;4.702945;-74.101280;18;4;885;42481;10000;10;1;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:17:15;HOME
732360;4;3067656;11983;8;2719;352;2950;2600 B7;-55;-86;-12;0.7;;1;;;4.702886;-74.101178;16;4;854;40533;10000;10;1;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:17:18;HOME
732360;4;3067656;11983;8;2719;352;2950;2600 B7;-53;-85;-12;0.7;;1;;;4.702827;-74.101085;15;4;557;24581;10000;10;1;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:17:21;HOME
732360;4;3067656;11983;8;2719;352;2950;2600 B7;-53;-85;-12;0.7;;1;;;4.702776;-74.101007;14;4;524;24975;10000;10;1;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:17:23;HOME
732360;4;3067656;11983;8;2719;352;2950;2600 B7;-61;-91;-14;0.7;;1;;;4.702717;-74.100918;12;4;428;20340;10000;10;1;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:17:27;HOME
732360;4;3067656;11983;8;2719;352;2950;2600 B7;-53;-89;-14;0.7;;1;;;4.702639;-74.100838;12;4;374;17730;10000;10;1;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:17:31;HOME
732360;4;3067913;11984;9;2719;82;2950;2600 B7;-59;-91;-14;0.7;;;;;4.702579;-74.100763;13;4;331;20160;10000;10;1;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:17:34;HOME
732360;4;3067656;11983;8;2719;352;2950;2600 B7;-55;-90;-15;0.7;;;;;4.702521;-74.100665;10;4;470;25815;10000;10;1;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:17:38;HOME
732360;4;3067913;11984;9;2719;82;2950;2600 B7;-59;-87;-12;0.7;;3;;;4.702468;-74.100580;11;4;180;27945;10000;10;1;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:17:42;HOME
732360;4;3067913;11984;9;2719;82;2950;2600 B7;-59;-91;-13;0.7;;3;;;4.702412;-74.100471;12;4;90;16312;10000;10;1;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:17:46;HOME
732360;4;3067913;11984;9;2719;82;2950;2600 B7;-61;-91;-12;0.7;;3;;;4.702356;-74.100390;14;4;129;24851;10000;10;1;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:17:49;HOME
732360;4;3067913;11984;9;2719;82;2950;2600 B7;-63;-95;-14;0.7;;3;;;4.702277;-74.100289;20;4;104;23287;10000;10;1;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:17:52;HOME
732360;4;3067913;11984;9;2719;82;2950;2600 B7;-65;-97;-15;0.7;;3;;;4.702201;-74.100206;21;4;120;24367;10000;10;1;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:17:54;HOME
732360;4;3067913;11984;9;2719;82;2950;2600 B7;-63;-97;-14;0.7;;3;;;4.702112;-74.100129;24;4;114;21971;10000;10;1;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:17:56;HOME
732360;4;3067913;11984;9;2719;82;2950;2600 B7;-67;-100;-14;0.7;;3;;;4.702027;-74.100025;26;4;114;20430;10000;10;1;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:17:58;HOME
732360;4;3067913;11984;9;2719;82;2950;2600 B7;-69;-104;-15;0.7;;3;;;4.701944;-74.099921;26;4;221;15266;10000;10;1;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:18:00;HOME
732360;4;3067913;11984;9;2719;82;2950;2600 B7;-69;-104;-15;0.7;;3;;;4.701864;-74.099823;26;4;198;12296;10000;10;1;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:18:02;HOME
732360;4;3067913;11984;9;2719;82;2950;2600 B7;-73;-105;-16;0.7;;3;;;4.701780;-74.099718;24;4;143;9990;10000;10;1;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:18:04;HOME
732360;4;3025671;11819;7;2719;341;2950;2600 B7;-71;-101;-14;0.7;;1;;;4.701703;-74.099616;26;4;156;10428;10000;10;1;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:18:06;HOME
732360;4;3025671;11819;7;2719;341;2950;2600 B7;-67;-97;-14;0.3;;2;;;4.701621;-74.099512;26;4;112;20068;10000;10,10;2;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:18:08;HOME
732360;4;3025671;11819;7;2719;341;2950;2600 B7;-65;-97;-14;0.3;;1;;;4.701539;-74.099411;26;4;64;18920;10000;10,10;2;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:18:10;HOME
732360;4;3025671;11819;7;2719;341;2950;2600 B7;-67;-98;-14;0.3;;1;;;4.701461;-74.099313;24;4;133;19372;10000;10,10;2;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:18:12;HOME
732360;4;3025671;11819;7;2719;341;2950;2600 B7;-67;-99;-15;0.3;;1;;;4.701392;-74.099228;20;4;104;17685;10000;10,10;2;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:18:14;HOME
732360;4;3025671;11819;7;2719;341;2950;2600 B7;-63;-97;-13;0.8;;1;;;4.701316;-74.099137;17;4;51;22237;10000;10,10;2;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:18:17;HOME
732360;4;3025671;11819;7;2719;341;2950;2600 B7;-65;-97;-13;0.8;;1;;;4.701243;-74.099047;13;4;181;23354;10000;10,10;2;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:18:20;HOME
732360;4;3025671;11819;7;2719;341;2950;2600 B7;-65;-95;-13;0.8;;0;;;4.701179;-74.098974;12;4;164;23461;10000;10,10;2;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:18:23;HOME
732360;4;3025671;11819;7;2719;341;2950;2600 B7;-59;-88;-13;0.8;;1;;;4.701113;-74.098893;7;4;115;23725;10000;10,10;2;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:18:28;HOME
732360;4;3025671;11819;7;2719;341;2950;2600 B7;-55;-83;-12;0.8;;1;;;4.701049;-74.098817;7;4;114;26819;10000;10,10;2;none;;;;;;;;;;--;--;No se encuentra la celda en la base de datos del CLF.;2022/04/28;07:18:33;HOME
